image_id,image_category,neckline_left,neckline_right,center_front,shoulder_left,shoulder_right,armpit_left,armpit_right,waistline_left,waistline_right,cuff_left_in,cuff_left_out,cuff_right_in,cuff_right_out,top_hem_left,top_hem_right,waistband_left,waistband_right,hemline_left,hemline_right,crotch,bottom_left_in,bottom_left_out,bottom_right_in,bottom_right_out,category
train1/outwear/d758b644408268e6d5b8802cce6b3144.jpg,outwear,221_102_1,275_99_0,-1_-1_-1,168_140_1,325_128_1,174_189_0,307_204_1,-1_-1_-1,-1_-1_-1,134_240_1,151_201_1,297_298_1,333_318_1,178_370_1,332_362_1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,outwear
train1/outwear/f3105235fe03b6213073559d5e7013c4.jpg,outwear,202_41_1,294_42_1,-1_-1_-1,127_79_1,375_80_1,132_179_0,370_171_0,-1_-1_-1,-1_-1_-1,117_452_1,78_453_1,394_454_1,435_450_1,135_468_1,376_467_1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,outwear
train1/outwear/33aee491f13720f420f5638a76a3ebad.jpg,outwear,220_111_1,272_109_1,-1_-1_-1,178_144_1,317_136_1,180_208_0,305_209_0,-1_-1_-1,-1_-1_-1,172_306_0,154_310_1,308_338_1,344_340_1,139_466_1,339_466_1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,outwear
train1/outwear/d7fb134f81f4c151ea4e975c823baf60.jpg,outwear,236_4_1,272_4_1,-1_-1_-1,179_54_1,328_40_1,172_97_0,328_93_0,-1_-1_-1,-1_-1_-1,164_189_0,133_178_1,357_188_1,378_176_1,165_285_1,347_284_1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,outwear
train1/outwear/e3a7f2b10456da440198cddb54aee661.jpg,outwear,246_102_0,281_98_1,-1_-1_-1,207_118_1,324_106_1,208_179_1,322_167_0,-1_-1_-1,-1_-1_-1,231_197_1,220_237_1,340_292_1,373_285_1,187_441_1,364_435_1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,outwear
train1/outwear/b543d957af8dbd3dab3b7016e72151f0.jpg,outwear,217_84_1,269_85_0,-1_-1_-1,193_104_1,294_101_1,196_151_1,294_149_1,199_187_0,297_186_0,214_188_1,201_215_1,269_186_1,280_212_1,180_260_1,318_248_1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,outwear
train1/outwear/d6c39cd68eba803e02f82502d30fec8d.jpg,outwear,175_124_1,228_108_1,-1_-1_-1,129_170_1,292_120_1,159_223_0,320_176_0,-1_-1_-1,-1_-1_-1,83_420_1,41_401_1,481_250_1,488_219_1,196_383_1,396_300_1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,outwear
train1/outwear/79d1ace0d166037a05b0c73cb0d91e90.jpg,outwear,156_135_1,217_135_1,-1_-1_-1,113_145_1,292_170_1,78_218_1,295_236_1,-1_-1_-1,-1_-1_-1,87_391_1,44_414_1,342_428_1,299_413_1,59_407_0,314_410_0,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,outwear
train1/outwear/de3e98ca243aeb85483d26f8969d2bd0.jpg,outwear,241_121_1,281_123_1,-1_-1_-1,193_150_1,328_146_1,200_179_0,317_182_0,-1_-1_-1,-1_-1_-1,197_261_1,186_265_1,315_267_1,334_273_1,201_312_1,307_315_1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,outwear
train1/outwear/6e50a6a98c66ac51070565afff3d74f5.jpg,outwear,224_32_1,308_42_1,-1_-1_-1,157_47_1,379_68_1,146_193_1,378_194_1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,120_418_1,405_414_1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,outwear
train1/outwear/f60c5667bec42e2c5f69ed42a25b9f19.jpg,outwear,235_63_1,265_65_1,-1_-1_-1,172_109_1,327_104_1,187_190_0,315_191_0,-1_-1_-1,-1_-1_-1,144_344_1,109_331_1,354_349_1,393_331_1,151_462_1,361_458_1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,outwear
train1/outwear/6b7d5e736593bc41cc80898ed06a46a9.jpg,outwear,200_90_1,319_92_1,-1_-1_-1,124_128_1,391_131_1,145_251_1,352_253_0,-1_-1_-1,-1_-1_-1,132_477_1,103_480_1,389_479_1,414_477_1,177_414_1,324_414_1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,outwear
train1/outwear/41e949f2ca56a9eb649ca424b00d888b.jpg,outwear,279_7_1,393_29_1,-1_-1_-1,193_25_1,456_93_1,140_158_1,413_235_1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,50_402_1,355_501_1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,outwear
train1/outwear/2e3af2c19c71f0e72aed5cd90aedd71b.jpg,outwear,172_73_1,229_76_1,-1_-1_-1,99_119_1,292_130_1,118_188_1,281_199_1,-1_-1_-1,-1_-1_-1,101_430_1,65_443_1,279_424_1,328_430_1,115_349_1,277_328_1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,outwear
train1/outwear/67a958e4f7618006ca218734e8e9b6fa.jpg,outwear,175_34_0,221_13_0,-1_-1_-1,146_65_1,265_20_0,178_130_0,294_86_1,-1_-1_-1,-1_-1_-1,203_265_1,160_273_1,232_20_1,256_0_1,220_314_1,395_219_1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,outwear
train1/outwear/b78e6f8b8f495529e749b8c4a49f0b8e.jpg,outwear,237_154_1,313_152_1,-1_-1_-1,192_173_1,355_169_1,191_227_0,355_232_0,-1_-1_-1,-1_-1_-1,183_451_1,148_454_1,305_285_1,305_340_1,195_360_1,344_364_1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,outwear
train1/outwear/9904d076e2db6a07f5d0593384bc8416.jpg,outwear,221_91_1,264_93_1,-1_-1_-1,195_106_1,291_103_1,196_152_1,288_152_1,-1_-1_-1,-1_-1_-1,207_195_1,190_216_1,329_230_1,346_221_1,198_368_1,299_361_1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,outwear
train1/outwear/e8752560beff37e4d6458bc51bcb6805.jpg,outwear,139_72_1,182_75_1,-1_-1_-1,84_115_1,250_113_1,37_240_1,292_240_1,-1_-1_-1,-1_-1_-1,43_372_1,13_363_1,298_377_1,333_364_1,73_378_1,263_387_1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,outwear
train1/outwear/c552f8e0aae72e65c3dcebd61750bb71.jpg,outwear,220_178_1,296_179_1,-1_-1_-1,146_221_1,367_216_1,149_360_1,366_350_1,-1_-1_-1,-1_-1_-1,142_356_1,122_321_1,377_352_1,402_320_1,167_476_1,353_474_1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,outwear
train1/outwear/0ec71d4c183a3b3ab7a17ed91966aaab.jpg,outwear,182_113_0,260_114_1,-1_-1_-1,147_131_1,293_127_1,156_180_0,270_178_1,-1_-1_-1,-1_-1_-1,159_259_1,123_264_1,256_273_1,293_283_1,151_244_0,266_243_0,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,outwear
train1/outwear/0c2d82b28b2b15462cc2b669e4565785.jpg,outwear,141_18_1,187_24_0,-1_-1_-1,91_50_1,235_53_1,110_111_1,232_117_1,110_181_1,215_183_0,101_272_1,77_272_1,236_192_1,260_220_1,82_460_1,267_447_1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,outwear
train1/outwear/12311a8bb4151d6a5a5b7310874ebb9a.jpg,outwear,200_37_1,298_43_1,-1_-1_-1,162_67_0,338_63_0,174_139_0,336_138_0,-1_-1_-1,-1_-1_-1,146_343_1,106_328_1,363_349_1,395_335_1,135_481_1,369_483_1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,outwear
train1/outwear/8ad78d9bd4e48a5ae27df5550677c25d.jpg,outwear,190_111_1,229_117_1,-1_-1_-1,154_129_1,255_135_0,173_162_0,250_169_0,-1_-1_-1,-1_-1_-1,182_283_1,155_286_1,255_285_0,270_283_1,145_335_1,264_351_1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,outwear
train1/outwear/3ec65f0912221c24a21bb98055bf7cae.jpg,outwear,143_84_1,201_84_1,-1_-1_-1,77_143_1,268_146_1,81_240_0,262_239_0,-1_-1_-1,-1_-1_-1,75_431_0,52_435_1,291_441_1,318_438_1,96_459_1,262_468_1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,outwear
train1/outwear/233809e88cca825b381b0a35060c139a.jpg,outwear,113_143_1,213_114_1,-1_-1_-1,80_160_1,258_121_1,91_241_0,267_216_0,-1_-1_-1,-1_-1_-1,231_268_1,230_316_1,341_392_1,-1_-1_-1,52_508_1,333_498_1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,outwear
train1/outwear/290982bfa669ff4a79356beadb49f6b2.jpg,outwear,144_64_0,172_65_1,-1_-1_-1,123_69_0,198_75_0,114_103_0,203_108_0,-1_-1_-1,-1_-1_-1,100_180_1,88_176_1,213_177_1,230_173_1,90_293_1,216_289_1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,outwear
train1/outwear/76b977f0642228a05a42abf2d3ec4987.jpg,outwear,293_20_1,351_37_1,-1_-1_-1,242_21_1,394_74_1,-1_-1_-1,371_166_0,-1_-1_-1,-1_-1_-1,-1_-1_-1,61_203_1,404_326_1,436_326_1,115_285_1,333_366_1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,outwear
train1/outwear/e277b07d7fe7795cc27c8a400661d247.jpg,outwear,245_113_1,274_111_1,-1_-1_-1,202_142_1,331_120_1,185_215_0,316_194_0,-1_-1_-1,-1_-1_-1,154_216_1,135_240_1,340_312_1,376_311_1,143_483_1,381_476_1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,outwear
train1/outwear/64a67df6575470616246b7ad0f94dd65.jpg,outwear,237_87_1,307_84_1,-1_-1_-1,201_101_1,339_97_1,201_185_0,340_190_0,-1_-1_-1,-1_-1_-1,207_338_1,168_342_1,346_342_1,382_341_1,201_482_1,339_484_1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,outwear
train1/outwear/37401c9bce264e48eb90e2f12406d687.jpg,outwear,266_29_1,345_34_0,-1_-1_-1,199_56_1,400_67_1,211_129_0,370_132_0,-1_-1_-1,-1_-1_-1,209_321_1,179_317_1,296_237_1,299_278_1,183_421_1,258_443_1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,outwear
train1/outwear/756052b1e22e0921da8d61f5e8ee5c4d.jpg,outwear,230_133_1,271_128_1,-1_-1_-1,200_167_0,316_160_1,191_228_0,294_227_1,-1_-1_-1,-1_-1_-1,170_183_1,143_187_1,307_357_1,332_357_1,188_334_1,304_343_1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,outwear
train1/outwear/c01f4582a1735844f251f7303b93cbc4.jpg,outwear,139_35_1,214_35_1,-1_-1_-1,65_83_1,293_77_1,93_194_0,266_192_0,-1_-1_-1,-1_-1_-1,71_408_1,26_400_1,297_408_1,351_394_1,66_476_1,310_463_1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,outwear
train1/outwear/61b39c992d93625fd7b5e5c9cce4fbe2.jpg,outwear,157_36_1,190_33_1,-1_-1_-1,96_72_1,257_80_1,105_152_0,246_154_0,-1_-1_-1,-1_-1_-1,97_303_1,50_299_1,270_306_1,295_302_1,87_465_1,282_468_1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,outwear
train1/outwear/2f4808ea01cce7453e5f5979f5adb250.jpg,outwear,166_28_1,201_30_1,-1_-1_-1,102_77_1,263_79_1,112_138_1,254_141_1,116_234_1,254_235_1,107_320_1,75_314_1,260_317_1,293_314_1,100_477_1,266_473_1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,outwear
train1/outwear/846a96097fd8873891bb26646b93374e.jpg,outwear,242_53_1,279_51_1,-1_-1_-1,206_75_1,320_78_1,209_137_0,315_142_0,-1_-1_-1,-1_-1_-1,198_273_1,172_271_1,322_273_1,344_273_1,178_423_1,340_432_1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,outwear
train1/outwear/b1075080220be28040eb8d45ae083302.jpg,outwear,121_35_1,172_33_0,-1_-1_-1,-1_-1_-1,-1_-1_-1,101_101_1,185_101_0,-1_-1_-1,-1_-1_-1,100_128_1,89_149_1,187_129_1,204_143_1,94_243_1,196_246_1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,outwear
train1/outwear/2bbce6533cd98264c625908e711bdf24.jpg,outwear,213_80_1,306_80_1,-1_-1_-1,156_117_1,361_117_1,182_192_0,335_190_0,-1_-1_-1,-1_-1_-1,151_449_1,126_447_1,365_450_1,390_447_1,168_407_1,349_408_1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,outwear
train1/outwear/680175fd6f4a88763bd840c8c979b2ad.jpg,outwear,183_18_0,251_24_0,-1_-1_-1,137_36_1,287_47_0,153_105_0,284_107_0,-1_-1_-1,-1_-1_-1,179_133_1,173_175_1,284_128_1,292_164_1,119_374_1,324_379_1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,outwear
train1/outwear/6678c580e58303df5e0d38a9d337db39.jpg,outwear,237_119_0,294_112_1,-1_-1_-1,188_163_1,355_155_1,181_229_0,317_235_0,-1_-1_-1,-1_-1_-1,177_418_1,135_409_1,294_411_1,349_418_1,179_381_1,304_390_0,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,outwear
train1/outwear/75ab071c34e0038051e57c64aea0bc8d.jpg,outwear,224_174_1,283_159_0,-1_-1_-1,190_213_1,339_178_1,192_280_0,319_257_1,-1_-1_-1,-1_-1_-1,188_474_0,173_475_1,266_375_1,298_410_1,186_408_1,335_406_1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,outwear
train1/outwear/8ce9f40f2d5ae29b7dc9052cdc62c673.jpg,outwear,200_86_1,316_85_1,-1_-1_-1,165_98_1,352_101_1,166_174_0,353_170_0,-1_-1_-1,-1_-1_-1,153_300_0,120_296_1,361_301_0,397_299_1,147_389_1,362_387_1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,outwear
train1/outwear/84ea29659742795eda00a1a7d1c7061d.jpg,outwear,200_61_1,294_63_1,-1_-1_-1,136_108_1,358_96_1,165_202_0,342_199_0,-1_-1_-1,-1_-1_-1,151_440_1,107_450_1,347_442_1,405_441_1,175_408_1,326_406_1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,outwear
train1/outwear/ab73f129eef9463208572a839fb6916d.jpg,outwear,186_18_1,222_17_1,-1_-1_-1,130_58_0,276_52_1,144_143_1,261_151_1,-1_-1_-1,-1_-1_-1,132_228_1,94_225_1,286_244_1,333_231_1,141_376_0,267_375_0,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,outwear
train1/outwear/07ce8218838becb18a70253149f14d8a.jpg,outwear,207_95_1,255_97_1,-1_-1_-1,159_125_1,297_117_1,176_221_0,315_232_1,184_256_1,298_253_1,166_326_1,126_327_1,312_269_1,339_291_1,191_499_1,312_481_1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,outwear
train1/outwear/8a46cd9af756e9b1a83288d143615739.jpg,outwear,220_138_1,292_138_1,-1_-1_-1,163_166_1,354_164_1,155_242_0,358_240_0,-1_-1_-1,-1_-1_-1,126_473_1,80_453_1,382_474_1,424_459_1,134_446_1,372_449_1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,outwear
train1/outwear/6d5ec3a256817b49eae23553d678c8ad.jpg,outwear,164_83_1,201_86_1,-1_-1_-1,118_111_1,243_119_1,128_156_1,233_155_1,140_210_1,220_210_0,122_310_1,82_305_1,227_318_1,261_317_1,104_468_1,238_468_1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,outwear
train1/outwear/f405176d7cecf978ede0b77aba360578.jpg,outwear,212_73_1,314_71_1,-1_-1_-1,175_94_1,354_93_1,179_188_0,345_188_0,-1_-1_-1,-1_-1_-1,150_406_1,89_396_1,374_411_1,421_396_1,174_413_1,348_414_1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,outwear
train1/outwear/76f6679a2a15ef71f1a9366d0778c145.jpg,outwear,137_72_1,240_70_1,-1_-1_-1,84_129_1,301_128_1,104_199_0,280_200_0,-1_-1_-1,-1_-1_-1,90_428_1,21_408_1,300_422_1,372_394_1,93_398_1,297_394_1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,outwear
train1/outwear/21c70dc0267684cdbc1e4e54e13c7a65.jpg,outwear,173_30_1,232_26_1,-1_-1_-1,135_62_1,266_51_1,146_115_0,259_118_0,148_167_1,256_162_1,136_237_1,114_238_1,256_191_0,271_208_1,125_407_1,294_382_1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,outwear
train1/outwear/8dd4d0e4127ff56db887544fc177c47d.jpg,outwear,206_63_1,282_62_1,-1_-1_-1,148_100_1,340_96_1,174_209_0,321_195_0,-1_-1_-1,-1_-1_-1,132_451_1,99_425_1,343_440_1,379_430_1,165_383_0,323_381_0,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,outwear
train1/outwear/8e767f3ad3817751616a8f419561aa78.jpg,outwear,301_71_1,339_66_1,-1_-1_-1,272_91_1,374_82_1,284_140_1,366_128_0,284_174_1,362_172_1,259_250_1,241_244_1,373_243_1,387_240_1,266_338_1,365_327_0,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,outwear
train1/outwear/01f25eee0ad278381a621cba7ba84dac.jpg,outwear,130_137_0,170_129_0,-1_-1_-1,115_145_1,198_134_1,121_186_0,198_179_0,-1_-1_-1,-1_-1_-1,120_228_1,107_243_1,196_220_1,215_236_1,117_398_1,230_375_1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,outwear
train1/outwear/af745782bf2658808afaaa79bf491ba5.jpg,outwear,245_122_1,303_128_1,-1_-1_-1,211_153_1,336_158_1,215_221_0,328_217_0,221_259_1,321_260_1,224_277_1,206_307_1,319_282_1,354_308_1,191_465_1,341_471_1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,outwear
train1/outwear/a5c59648715a8de1d43b267f8439d40a.jpg,outwear,201_104_1,312_104_1,-1_-1_-1,157_128_1,350_124_1,172_203_0,340_205_0,-1_-1_-1,-1_-1_-1,148_466_1,114_458_1,353_472_1,394_461_1,139_446_1,396_430_1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,outwear
train1/outwear/3d4cca7b1ca63c642a471453b13f3f88.jpg,outwear,190_98_1,307_102_1,-1_-1_-1,134_133_1,368_129_1,131_241_0,377_232_0,-1_-1_-1,-1_-1_-1,128_443_1,82_436_1,389_434_1,424_433_1,139_449_1,379_446_1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,outwear
train1/outwear/60b8fb2604fc95822e6424d1a863199b.jpg,outwear,149_50_1,183_44_1,-1_-1_-1,101_104_1,244_72_1,119_156_0,257_128_1,-1_-1_-1,-1_-1_-1,140_307_1,111_313_1,290_271_1,321_264_1,136_277_1,277_249_1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,outwear
train1/outwear/642f71b856b35adb6e51c07ba695209a.jpg,outwear,221_93_1,273_93_1,-1_-1_-1,176_129_0,310_117_0,188_195_1,310_179_0,-1_-1_-1,-1_-1_-1,192_263_1,150_292_1,306_213_1,340_261_1,182_476_1,357_465_1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,outwear
train1/outwear/4d274b3de4c3148cd5fb564e9790bbbd.jpg,outwear,232_89_1,270_84_1,-1_-1_-1,204_111_1,310_108_1,201_163_0,298_164_0,-1_-1_-1,-1_-1_-1,195_225_0,180_244_1,296_227_1,318_249_1,190_414_1,302_416_1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,outwear
train1/outwear/f36bc4b27f9fc6af9c94342799376e87.jpg,outwear,234_95_0,288_102_0,-1_-1_-1,206_110_1,314_117_1,203_169_0,315_174_0,-1_-1_-1,-1_-1_-1,195_301_1,169_299_1,321_249_0,341_262_1,170_467_1,336_482_1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,outwear
train1/outwear/0da70603a42bd7d627349f6fd797ce00.jpg,outwear,249_142_0,305_146_0,-1_-1_-1,199_151_1,363_183_1,159_235_1,369_246_0,-1_-1_-1,-1_-1_-1,190_101_1,159_73_1,374_312_1,371_347_1,159_357_1,329_396_1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,outwear
train1/outwear/6ff7c893889d23ef42a038574ff50531.jpg,outwear,193_113_0,267_96_0,-1_-1_-1,165_149_1,308_114_1,180_187_0,310_158_0,-1_-1_-1,-1_-1_-1,205_348_1,184_351_1,333_262_0,349_279_1,237_490_1,378_446_1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,outwear
train1/outwear/eb40369ef35c10cfebad036a8cfbd1f3.jpg,outwear,148_54_1,207_64_1,-1_-1_-1,78_92_1,276_111_1,86_194_0,253_194_0,-1_-1_-1,-1_-1_-1,51_481_1,9_484_1,265_455_1,323_442_1,64_358_1,254_347_1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,outwear
